0.4410 	0.5021 	0.5708 	0.4865 	0.4861 	0.1893 	0.3452 	1
0.4051 	0.4463 	0.6624 	0.3688 	0.5011 	0.0329 	0.2152 	1
0.3494 	0.3471 	0.8793 	0.2207 	0.5039 	0.2515 	0.1507 	1
0.3069 	0.3161 	0.7931 	0.2393 	0.5339 	0.1942 	0.1408 	1
0.5241 	0.5331 	0.8648 	0.4274 	0.6643 	0.0767 	0.3230 	1
0.3579 	0.3719 	0.7895 	0.2742 	0.4861 	0.2206 	0.2152 	1
0.3872 	0.4298 	0.6515 	0.3739 	0.4483 	0.3668 	0.3447 	1
0.3324 	0.3492 	0.7532 	0.2934 	0.4790 	0.2516 	0.2368 	1
0.5703 	0.6302 	0.6044 	0.6498 	0.5952 	0.1658 	0.6686 	1
0.5524 	0.5868 	0.7250 	0.5546 	0.6237 	0.1565 	0.4993 	1
0.4410 	0.5041 	0.5581 	0.4589 	0.4362 	0.4912 	0.3914 	1
0.3248 	0.3616 	0.6488 	0.3035 	0.4070 	0.1238 	0.2373 	1
0.3116 	0.3326 	0.7250 	0.3041 	0.4056 	0.4188 	0.1078 	1
0.3012 	0.3409 	0.6152 	0.3266 	0.3749 	0.3083 	0.1738 	1
0.2975 	0.3388 	0.6016 	0.3283 	0.3450 	0.2817 	0.1507 	1
0.3777 	0.3864 	0.8276 	0.2545 	0.5011 	0.4447 	0.1290 	1
0.3211 	0.2934 	1.0000 	0.1239 	0.5367 	0.5811 	0.1290 	1
0.4816 	0.4835 	0.8866 	0.3536 	0.6301 	0.1084 	0.2595 	1
0.3881 	0.3719 	0.9728 	0.1723 	0.5959 	0.1303 	0.0640 	1
0.2011 	0.2397 	0.5490 	0.1841 	0.2986 	0.4339 	0.1945 	1
0.3371 	0.4112 	0.4564 	0.4274 	0.3557 	0.3000 	0.3235 	1
0.3324 	0.3822 	0.5817 	0.3497 	0.3835 	0.2500 	0.3447 	1
0.4995 	0.5145 	0.8230 	0.4048 	0.6251 	0.0000 	0.2816 	1
0.1407 	0.1694 	0.5290 	0.1126 	0.2181 	0.0845 	0.2176 	1
0.4174 	0.4855 	0.5227 	0.5011 	0.4383 	0.1334 	0.2373 	1
0.5288 	0.5682 	0.6969 	0.5259 	0.5638 	0.0179 	0.3880 	1
0.2295 	0.2789 	0.5082 	0.2793 	0.2823 	0.3391 	0.1507 	1
0.2030 	0.2603 	0.4383 	0.2793 	0.2324 	0.2261 	0.1723 	1
0.3324 	0.3657 	0.6706 	0.3615 	0.4212 	0.2586 	0.2555 	1
0.2701 	0.3326 	0.4746 	0.3474 	0.3100 	0.3596 	0.2846 	1
0.2427 	0.2913 	0.5272 	0.3125 	0.2459 	0.0117 	0.2644 	1
0.4627 	0.5227 	0.5835 	0.4831 	0.5282 	0.3442 	0.3491 	1
0.3305 	0.4132 	0.4065 	0.4606 	0.3963 	0.4102 	0.3840 	1
0.3163 	0.3636 	0.5871 	0.3863 	0.3706 	0.1767 	0.2427 	1
0.4212 	0.4690 	0.6334 	0.4578 	0.4975 	0.1773 	0.4141 	1
0.5222 	0.5351 	0.8339 	0.4561 	0.6094 	0.1957 	0.4549 	1
0.5297 	0.5909 	0.5926 	0.5220 	0.5944 	0.2676 	0.4963 	1
0.6128 	0.6136 	0.9056 	0.5253 	0.7505 	0.2849 	0.4751 	1
0.3975 	0.4360 	0.6733 	0.4262 	0.4690 	0.3052 	0.3890 	1
0.3484 	0.3636 	0.7831 	0.2804 	0.4761 	0.7697 	0.2373 	1
0.2786 	0.2975 	0.7169 	0.2528 	0.3749 	0.2369 	0.3245 	1
0.2748 	0.2975 	0.6996 	0.2545 	0.3763 	0.1929 	0.3235 	1
0.2427 	0.2355 	0.8421 	0.1346 	0.4070 	0.2205 	0.1300 	1
0.4636 	0.5062 	0.6706 	0.5507 	0.5460 	0.5131 	0.4968 	1
0.4268 	0.4401 	0.8212 	0.3829 	0.5930 	0.3072 	0.3255 	1
0.3031 	0.3368 	0.6470 	0.2686 	0.3742 	0.1034 	0.2176 	1
0.4504 	0.4855 	0.7078 	0.4516 	0.5438 	0.0783 	0.3018 	1
0.4155 	0.4442 	0.7278 	0.3778 	0.5324 	0.2851 	0.3230 	1
0.3966 	0.4360 	0.6697 	0.3637 	0.4711 	0.2521 	0.2915 	1
0.4032 	0.4669 	0.5399 	0.4386 	0.4476 	0.1773 	0.4097 	1
0.3626 	0.4112 	0.6080 	0.3863 	0.4576 	0.4174 	0.3077 	1
0.4901 	0.5165 	0.7641 	0.4364 	0.5731 	0.6277 	0.3038 	1
0.3683 	0.4545 	0.4147 	0.4595 	0.3443 	0.4357 	0.4318 	1
0.3532 	0.3864 	0.6806 	0.3407 	0.4056 	0.3332 	0.3471 	1
0.3711 	0.4525 	0.4319 	0.4741 	0.3443 	0.0931 	0.4766 	1
0.4193 	0.4876 	0.5236 	0.4521 	0.4148 	0.1519 	0.4530 	1
0.3654 	0.4008 	0.6688 	0.2753 	0.5324 	0.2648 	0.2585 	1
0.4089 	0.4174 	0.8394 	0.2731 	0.5574 	0.0490 	0.2802 	1
0.4523 	0.4876 	0.7042 	0.4296 	0.5624 	0.1604 	0.3461 	1
0.1435 	0.2190 	0.2822 	0.1464 	0.2865 	0.0958 	0.0000 	1
0.0784 	0.0930 	0.5463 	0.0614 	0.1568 	0.2516 	0.0433 	1
0.0604 	0.0455 	0.6887 	0.0017 	0.1775 	0.1955 	0.0906 	1
0.1671 	0.1612 	0.7641 	0.0997 	0.2937 	0.3192 	0.0423 	1
0.2483 	0.2955 	0.5436 	0.2793 	0.3136 	0.4410 	0.2802 	1
